
First 5 training samples (X_train and corresponding rewards):
X_train[0] = [6 2 6 7 4], reward = 25
X_train[1] = [3 7 2 5 4], reward = 21
X_train[2] = [1 7 3 5 1], reward = 17
X_train[3] = [7 4 0 5 8], reward = 24
X_train[4] = [0 2 3 6 3], reward = 14

First 5 testing samples (X_test and corresponding rewards):
X_test[0] = [4 8 3 4 8], reward = 27
X_test[1] = [7 2 0 2 3], reward = 14
X_test[2] = [1 0 6 7 6], reward = 20
X_test[3] = [5 4 3 0 6], reward = 18
X_test[4] = [4 6 0 2 8], reward = 20
Epoch 1/100 - Train Loss: 26.3049, Test Loss: 0.3285
Epoch 2/100 - Train Loss: 0.3926, Test Loss: 0.2520
Epoch 3/100 - Train Loss: 0.2220, Test Loss: 0.1333
Epoch 4/100 - Train Loss: 0.1400, Test Loss: 0.0971
Epoch 5/100 - Train Loss: 0.0630, Test Loss: 0.0380
Epoch 6/100 - Train Loss: 0.0341, Test Loss: 0.0189
Epoch 7/100 - Train Loss: 0.0225, Test Loss: 0.0178
Epoch 8/100 - Train Loss: 0.0156, Test Loss: 0.0109
Epoch 9/100 - Train Loss: 0.0161, Test Loss: 0.0141
Epoch 10/100 - Train Loss: 0.0158, Test Loss: 0.0105
Epoch 11/100 - Train Loss: 0.0109, Test Loss: 0.0062
Epoch 12/100 - Train Loss: 0.0161, Test Loss: 0.0051
Epoch 13/100 - Train Loss: 0.0078, Test Loss: 0.0126
Epoch 14/100 - Train Loss: 0.0067, Test Loss: 0.0040
Epoch 15/100 - Train Loss: 0.0073, Test Loss: 0.0030
Epoch 16/100 - Train Loss: 0.0056, Test Loss: 0.0297
Epoch 17/100 - Train Loss: 0.0066, Test Loss: 0.0086
Epoch 18/100 - Train Loss: 0.0046, Test Loss: 0.0013
Epoch 19/100 - Train Loss: 0.0028, Test Loss: 0.0016
Epoch 20/100 - Train Loss: 0.0023, Test Loss: 0.0016
Epoch 21/100 - Train Loss: 0.0017, Test Loss: 0.0010
Epoch 22/100 - Train Loss: 0.0024, Test Loss: 0.0021
Epoch 23/100 - Train Loss: 0.0016, Test Loss: 0.0003
Epoch 24/100 - Train Loss: 0.0007, Test Loss: 0.0002
Epoch 25/100 - Train Loss: 0.0008, Test Loss: 0.0009
Epoch 26/100 - Train Loss: 0.0006, Test Loss: 0.0001
Epoch 27/100 - Train Loss: 0.0010, Test Loss: 0.0010
Epoch 28/100 - Train Loss: 0.0006, Test Loss: 0.0010
Epoch 29/100 - Train Loss: 0.0002, Test Loss: 0.0001
Epoch 30/100 - Train Loss: 0.0002, Test Loss: 0.0002
Epoch 31/100 - Train Loss: 0.0001, Test Loss: 0.0000
Epoch 32/100 - Train Loss: 0.0000, Test Loss: 0.0001
Epoch 33/100 - Train Loss: 0.0000, Test Loss: 0.0000
